Method,Path,Body,single_q,double_q,dashes,braces,spaces,badwords
POST,b'/cdb?ptv=141&profileId=185&av=36&wv=8.10.0&cb=17597546657',"b'{""publisher"":{""url"":""https://www.telegram.com/"",""networkid"":1493},""slots"":[{""slotid"":""6016f74df025097"",""impid"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""transactionid"":""510a3e79-e1d2-48dd-810d-d5bae72b763c"",""sizes"":[""728x90""],""position"":{""top"":6973.27490234375,""left"":395.6000061035156},""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""510a3e79-e1d2-48dd-810d-d5bae72b763c""}}],""user"":{""ext"":{""data"":{""contentLanguage"":""en-US"",""navigatorLanguage"":""en-US"",""orientation"":""landscape-primary"",""windowInnerWidth"":1536,""windowInnerHeight"":730,""pageWidth"":1519,""pageHeight"":7787,""sessionDuration"":32996.10000000009},""device"":{""w"":1536,""h"":864}},""uspIab"":""1---""},""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/""},""viewport"":{""width"":1536,""height"":730,""scrollTop"":0,""scrollLeft"":0},""tmax"":1600,""auctionStart"":1700595188258,""id"":""e445dbe8-8f2e-4440-b31a-8343d6407810"",""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}],""source"":{""tid"":""fdc4b8dc-86c0-4b52-b6ff-b7d637b85bb3""}}'",0,168,1,0,4,1
POST,b'/pbd/openrtb2/auction',"b'{""imp"":[{""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""510a3e79-e1d2-48dd-810d-d5bae72b763c"",""prebid"":{""bidder"":{""ix"":{""s"":[728,90],""siteId"":""196727"",""size"":[728,90]},""pulsepoint"":{""s"":[728,90],""ct"":758239,""cp"":562748},""rubicon"":{""siteId"":37664,""zoneId"":159194,""accountId"":11324,""inventory"":{""domain"":[""telegram.com""],""section"":[""homepage""],""subsection"":[""""]}}},""adunitcode"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6""}},""id"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""banner"":{""topframe"":1,""format"":[{""w"":728,""h"":90}],""pos"":0}}],""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/"",""publisher"":{""id"":""12345""}},""regs"":{""ext"":{""us_privacy"":""1---""}},""ext"":{""prebid"":{""auctiontimestamp"":1700595188256,""targeting"":{""includewinners"":true,""includebidderkeys"":false},""aliases"":{""appnexusAst"":""appnexus"",""colossusssp"":""colossus"",""yahoossp"":""yahooAds""},""channel"":{""name"":""pbjs"",""version"":""v8.10.0""}}},""id"":""a79c4e34-3b4e-4dc0-9ca4-6d5c9c5a32ec"",""test"":0,""user"":{""ext"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}]}},""tmax"":1000}'",0,202,1,0,4,1
GET,b'/e/dtb/bid?src=3062&u=https%3A%2F%2Fwww.telegram.com%2F&pr=https%3A%2F%2Fwww.telegram.com%2F&pid=qWtzD0MaTVVxY&cb=1&ws=1536x730&v=23.1108.2350&t=1500&slots=%5B%7B%22sd%22%3A%22ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F7103%2Fma-worcester-C6718%2Fleaderboard_btf%2Fhomepage%231%22%7D%5D&pj=%7B%22us_privacy%22%3A%221---%22%7D&cfgv=1&gdprl=%7B%22status%22%3A%22no-cmp%22%7D&vm=%7B%22ids%22%3A%7B%22pubcommon%22%3A%220f574b50-4a08-48cb-938c-52fc92bf482b%22%7D%7D',b'',0,0,1,0,0,0
GET,"b'/api/config.json?key=DRC3M-XVBSV-FUQK8-83JJR-8KUMW&d=www.geeksforgeeks.org&t=5668651&v=1.632.0&if=&sl=1&si=9db59474-f149-4392-8417-0a6c3d7ebb40-s4hc3a&bcn=%2F%2F684d0d48.akstat.io%2F&plugins=AK,ConfigOverride,Continuity,PageParams,IFrameDelay,AutoXHR,SPA,Angular,Backbone,Ember,History,RT,CrossDomain,BW,PaintTiming,NavigationTiming,ResourceTiming,Memory,CACHE_RELOAD,Errors,TPAnalytics,UserTiming,Akamai,LOGN&acao=&ak.ai=547329'",b'',0,0,0,0,0,0
POST,b'/csm/events',"b'{""requestId"":""e445dbe8-8f2e-4440-b31a-8343d6407810"",""events"":[{""eventId"":""AdapterBidStart"",""elapsed"":0},{""eventId"":""CdbCallStart"",""elapsed"":0},{""eventId"":""CdbCallEnd"",""elapsed"":860},{""eventId"":""AdapterBidEnd"",""elapsed"":860},{""eventId"":""UserReturnTime"",""elapsed"":32852}]}'",0,36,0,0,0,0
GET,b'/gampad/ads?pvsid=1639779885541514&correlator=2948267725078037&eid=31079312%2C31079695%2C31061691%2C31061693%2C31078663%2C31078665%2C31078668%2C31078670&output=ldjh&gdfp_req=1&vrg=202311140101&ptt=17&impl=fifs&us_privacy=1---&tfcd=0&iu_parts=7103%2Cma-worcester-C6718%2Cleaderboard_btf%2Chomepage&enc_prev_ius=0%2F1%2F2%2F3&prev_iu_szs=728x90&ifi=5&sfv=1-0-40&rcs=1&eri=1&sc=1&cookie=ID%3D67e28f5b4f788c41%3AT%3D1700592621%3ART%3D1700594895%3AS%3DALNI_MaZ4qLi-ESqM0K9Ke5rJMJ8fZ7_0g&gpic=UID%3D00000c922c1e69d7%3AT%3D1700592621%3ART%3D1700594895%3AS%3DALNI_MY_F4ot27lURvQ166sfOoVfIVlNfA&abxe=1&dt=1700595189222&lmt=1700595189&adxs=396&adys=6973&biw=1519&bih=730&scr_x=0&scr_y=0&btvi=3&ucis=4&oid=2&u_his=2&u_h=864&u_w=1536&u_ah=816&u_aw=1536&u_cd=24&u_sd=1.25&u_tz=330&dmc=8&bc=31&nvt=2&uach=WyJXaW5kb3dzIiwiIiwiIiwiIiwiIixudWxsLDAsbnVsbCwiIixudWxsLDBd&url=https%3A%2F%2Fwww.telegram.com%2F&ref=https%3A%2F%2Fwww.telegram.com%2F&rumc=1639779885541514&rume=1&vis=2&psz=880x108&msz=728x90&fws=4&ohw=728&psts=AOrYGskAmpbKyJ7qHCQl_BNESX-ELrDoDmUiQrWYox1T0KxrCq_g_ZQukvJ0eQifw5cEU4qCtPc8tFsk2v8fbD42DfN32Yc%2CAOrYGslXqzWxZnMwa10HhsoG5C0a%2CAOrYGslXqzWxZnMwa10HhsoG5C0a&ga_vid=1668597486.1700592620627&ga_sid=1700595157&ga_hid=1608231550&ga_fc=true&td=1&topics=3&tps=3&htps=10&a3p=Eh0KDmVzcC5jcml0ZW8uY29tGK2v4Jm_MUgAUgIIZA..&nt=1&psd=WzE1LFsyLFtbIjcxMDMvbWEtd29yY2VzdGVyLUM2NzE4L2xlYWRlcmJvYXJkX2J0Zi9ob21lcGFnZSIsW11dXV0sbnVsbCwzXQ..&dlt=1700595155678&idt=92&ppid=42613ae5-6656-4c70-918e-bdb267485339&prev_scp=position%3Dleaderboard_btf%26adCount%3D1%26id%3Db99e0976-88a4-11ee-8035-0a53811b8efa%26navigationtype%3Dadrefresh-off&cust_params=aam_props%3Dtangent-desktop%257Cdesktop%257Chomefront%26alerttype%3D%26build%3Dtangent-desktop%26cst_section%3Dhomepage%26features%3Dnoautoplay%252CheavyAds%26gnt_sb%3D2%26gnt_ub%3D7%26hls%3Dhttps%253A%252F%252Fwww.telegram.com%252Fgcdn%252Fgannett-web%252Fapps%252Fteal%252Fdist%252Fvendor%252Fhls%252Fhls.1.2.8.min.js%26navigationtype%3Dpagerefresh-off%26pageType%3Dhome-front%26privacy%3DNA%26property%3DNTEG%26referrer%3Dtelegram.com%252F%26sitepage%3DNTEG%252Fhome%26ssts_section%3Dhome%26userguid%3D42613ae5-6656-4c70-918e-bdb267485339%26utm_props%3D%257C%257C%26variant%3Dad-control%252Cst95%26fr%3Dfalse%26adt%3DveryLow%26alc%3DveryLow%26dlm%3DveryLow%26drg%3DveryLow%26hat%3DveryLow%26off%3DveryLow%26vio%3DveryLow%26ias-kw%3DIAS_3006644_PG%26ss%3Dnon%252Ca%26swgt%3Dna%26dolookalike%3DNA%26user_traits%3DAnonInfinityLow%253A2%253Aout-market&adks=2536367243&frm=20',b'',0,0,1,0,0,1
GET,b'/td/auctionwinner?status=nowinner&winner_qid=CLTFy-Hq1YIDFXxGnQkdMoIKXA&xfpQid=CJPyyeHq1YIDFXxGnQkdMoIKXA&ecrs=Aee5mYwMgtwnUNMOgwmqMH9DDeZUhQ4pwSaVfsb7RTr_njJeCaKcOO3quslG72ml3oSmtjTyCtX3w1s4ilSbkGd9ZYWEgRhV1-bFECrnjWalgyt36X4cPM_H48E_JUBY84HsJdTg-Rt_Cn4LFQrLeS9FTEg4-cbb9bl4LgeoprGOrZxNHN3w6O_xPKxbgkp1mn-ih6P2SAlrZkR0M_SVOMpOMCHXzpgLMERjj-QAdG0wZRTUy60ZruUBlNPo-nw4h3wkH49guHLImk3Cm9pDu4aqPXE34t8mL9pLzy8rH5ZtSiCtjQRvbMuth_MWpW4lJ39K6gSWsufABZls0mXtqDmMi89B_808tNWY3asfOFbq_1M_-8EM2fOfLLxZGLF1nOf-5-JLgA1l4VSgzgTuZpWhPV8mDu7EXSK8zoG8nlzbnPWMSeJt0vgssEbk4uuGI_ikqVDysmj8tJIz-L6HsrQRpQTnskX5qC9YtQqXydOamsBTC5RckEwrRjwt2QrwaJ1fUjbvCuNKX9s82BPNpPNmgGoFbRXVnx9ePIKQ-cV4SOaKET6xbhnUzGF8ZngbT0AHVanHNgOqmeD4LmRzH1TuPiaYHsds2ynFRe6LEh4zWky5aLxWfuYiEe5k-7hqtcqQAYNJpyIzRMdCc9eTEbvcgJS5x5kLW_LWdEg_bYYDRDMzMHVoR2BYVJt-4gP86Qk_zTtq5-ZkVgM6_yFmBmOpYQPLUFal_qmKSwfiCwuQF5e0P6yZ_5DzHobUk1dB8vgEp4S1fPXCHnT37J9oYPtyrz6g3dXC92t7dlzmnMNy59eA6ftiOUOTXexG6XWX-zjj85Ztc8AmZMkBb5oV9D_0xAGPT_fi5P77OEsjBNCijbsduFtjXyBUkKjBHi3ZIai_KPqG3HMivWAOurw_iDezxMgZ_IQuqU51idOxXVd2dJn57effaDcLgz-hKCBnx9S9qEDUiIegghCwlQUTfX_4ufz8dP9mpnkkcjXzrZBA4dZ2cGldP_asRVFzDdNx-VpmVVjfvdLU8g658_eI1vJ_Ce5wcvoR271WHjZ-AcSv8WpqcJUQtS5b4b2JUeEtVFDOdetbr1RxHQ6BqAcHKAbZXHbNjhaRMoKBbxeJCSA9Z3kjPImFNSl2vjLd0ZXnB2MsyV0v75jhMt9vd7d4x8qqKDyevYRLaggoxdJKGBSXrxN2FxaCTiSJJsVochul5-uLekPccDyC0tcHlv492ax4bB6gZMl-ZVzuJXGPNb2TMQEsbvTXbGQYPffgdI2QGx7uR55tMMvP8vmJ80xMEJ5pXb2uvj_SBL3zYHWuKPVdR6keFg1u7bz5idp_igBBARKtb1P31fQz6OO7ngfH&cid=CAQSTQDICaaNEGYcXTjSmJ8OrD3abu0TXxbMsHL8cCjkX8yCLBNKaSywlY6PpN_6VfPudL-4qoX-B742-IS_inZGdDRsAcYOx1nC9eC_-poxGAE&applied_timeout_ms=0&duration_ms=2',b'',0,0,0,0,0,0
GET,b'/getconfig/sodar?sv=200&tid=gpt&tv=m202311140101&st=env',b'',0,0,0,0,0,0
GET,b'/sodar/sodar2/225/runner.html',b'',0,0,0,0,0,0
GET,b'/recaptcha/api2/aframe',b'',0,0,0,0,0,0
GET,b'/bg/GOa2ZK97xVqw-WOSDw2lqG4V8l_qTiI5JNj0tnI6N88.js',b'',0,0,0,0,0,0
GET,b'/pagead/sodar?id=sodar2&v=225&li=gpt_m202311140101&jk=1639779885541514&rc=',b'',0,0,0,0,0,0
GET,b'/generate_204?4zCpqA',b'',0,0,0,0,0,0
GET,b'/pagead/sodar?id=sodar2&v=225&t=2&li=gpt_m202311140101&jk=1639779885541514&bg=!gIOlg8zNAAZxrfrxUa07ADQBe5WfOFQERhLaHaFUIJvCoiyvE6J30grbBKBVLTs1i8VUtTgfsEjZ3bHZgD0ctECiKMkCAgAAAC5SAAAAAmgBB5kC-A8Zf6pu0bnXLEAjA-UC9Ku-r7g8IAet43T7naWvsLTswwxIbRNl4tCa0oUb4j-NBjP0i48eMMH0sORUj9dVDLnAETyrChWhLW4IKR-fYhj-kxsRhEMinSNYaOtsa_cOHQBu5jAfnD_KKUobUBUrOjWpp1e8UDVFhlT0oSgOFGFEkFtHX4c44cnxZTVKS0qnbc6gGxufTJeSKFDVJmV6lUeQR2CLG6F-7UNewKZGBZLwr6seF-eRCZYEccA48rj4U8OKlDcKX24E1Htd9c0dylf9bBI_a6JVYzJT_fb-_cxV1iRZVL7hZz2zUuSghnUHQ-aMXf11r1LN8HImH9yqITqV7L218OSjBAGFdr-ekVyM1WPsqMXmwICv-kyckBRSapOnu-5-XoeOMlh4UfmJgqkZITAz4y4xaIXVrAnG0rCMYgbmm3cBmcd44ywH8VKiuNIX4-AH0To_WlK-n348B4s24MPtFMCDCA-4gv5CjBQVPI5q8lHNbb6ZfY_v7SJlrL3kIFpfaH1vfASFb1CLBNr847HJ2pKzdy1DoFKFVQMaK8iJ03bo_anx4RDJZqHRmu2xFQbvE-Y24tUvS3YxUsbNCJ88pezpSkBCSu94QhLQmH7CKZHKDFtPx8ekYhEaetX37QR1T0ZL8hjR484-6tr1yUF0O3LnRmZm47c2hikfoh11TqNAIHtTKCMm2MsEl9X5Ag2Wt0jZcfTxHJoKslzqvg_n_firYGcXlEirdGeIg1hwGOeuqS_u8Ny51Q6r3VYSSUmDCpvKPqB54Sb_wCyhUU0v5l3Mk5w3zYsVbBxsBbCrlkbfSR6D_9lJwWIUH8xMhaOf_oWmmacQQ9nJjzIltkCBbxDPT7zxLiAP-58pZ2-v7xR2-GyXO31pm9vvv4j926_ac_Mj1YTmnf_9MY3GiFnDZ72jjwpNUZgdyolyj4dmz4UOd1UUSb3W5W12be29gIRSqKtD1qwjBU4V3wlLdhl4CkhOU0xN6JL6Ic9qpzIrciLb6RM',b'',0,0,0,0,0,0
GET,b'/_online?1700595207264',b'',0,0,0,0,0,0
POST,b'/pbd/openrtb2/auction',"b'{""imp"":[{""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""8743b207-7fa9-4d49-8b96-acdd85581b77"",""prebid"":{""bidder"":{""ix"":{""s"":[728,90],""siteId"":""196727"",""size"":[728,90]},""pulsepoint"":{""s"":[728,90],""ct"":758239,""cp"":562748},""rubicon"":{""siteId"":37664,""zoneId"":159194,""accountId"":11324,""inventory"":{""domain"":[""telegram.com""],""section"":[""homepage""],""subsection"":[""""]}}},""adunitcode"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6""}},""id"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""banner"":{""topframe"":1,""format"":[{""w"":728,""h"":90}],""pos"":0}}],""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/"",""publisher"":{""id"":""12345""}},""regs"":{""ext"":{""us_privacy"":""1---""}},""ext"":{""prebid"":{""auctiontimestamp"":1700595221263,""targeting"":{""includewinners"":true,""includebidderkeys"":false},""aliases"":{""appnexusAst"":""appnexus"",""colossusssp"":""colossus"",""yahoossp"":""yahooAds""},""channel"":{""name"":""pbjs"",""version"":""v8.10.0""}}},""id"":""0d9039ef-eca9-4045-ad7e-5737e448ce91"",""test"":0,""user"":{""ext"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}]}},""tmax"":1000}'",0,202,1,0,4,1
POST,b'/cdb?ptv=141&profileId=185&av=36&wv=8.10.0&cb=29079356528',"b'{""publisher"":{""url"":""https://www.telegram.com/"",""networkid"":1493},""slots"":[{""slotid"":""68a2153b1786143"",""impid"":""ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6"",""transactionid"":""8743b207-7fa9-4d49-8b96-acdd85581b77"",""sizes"":[""728x90""],""position"":{""top"":6973.27490234375,""left"":395.6000061035156},""ext"":{""data"":{""adserver"":{""adslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""name"":""gam""},""pbadslot"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1""},""gpid"":""/7103/ma-worcester-C6718/leaderboard_btf/homepage#1"",""tid"":""8743b207-7fa9-4d49-8b96-acdd85581b77""}}],""user"":{""ext"":{""data"":{""contentLanguage"":""en-US"",""navigatorLanguage"":""en-US"",""orientation"":""landscape-primary"",""windowInnerWidth"":1536,""windowInnerHeight"":730,""pageWidth"":1519,""pageHeight"":7787,""sessionDuration"":66001.79999999981},""device"":{""w"":1536,""h"":864}},""uspIab"":""1---""},""site"":{""name"":""The Worcester Telegram & Gazette"",""domain"":""telegram.com"",""cat"":[],""sectioncat"":[],""keywords"":"""",""ext"":{""data"":{""section"":[""homepage""],""subsection"":[""""]}},""page"":""https://www.telegram.com/""},""viewport"":{""width"":1536,""height"":730,""scrollTop"":0,""scrollLeft"":0},""tmax"":1600,""auctionStart"":1700595221264,""id"":""34d2f643-a44e-4ba3-8c4c-5f790a8467ad"",""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""42613ae5-6656-4c70-918e-bdb267485339"",""atype"":1}]}],""source"":{""tid"":""5705e817-cd6d-4fa1-9699-e10589ebb90c""}}'",0,168,1,0,4,1
GET,b'/e/dtb/bid?src=3062&u=https%3A%2F%2Fwww.telegram.com%2F&pr=https%3A%2F%2Fwww.telegram.com%2F&pid=qWtzD0MaTVVxY&cb=2&ws=1536x730&v=23.1108.2350&t=1500&slots=%5B%7B%22sd%22%3A%22ad-slot-7103-ma-worcester-C6718-leaderboard_btf-homepage-6%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F7103%2Fma-worcester-C6718%2Fleaderboard_btf%2Fhomepage%231%22%7D%5D&pj=%7B%22us_privacy%22%3A%221---%22%7D&cfgv=1&gdprl=%7B%22status%22%3A%22no-cmp%22%7D&vm=%7B%22ids%22%3A%7B%22pubcommon%22%3A%220f574b50-4a08-48cb-938c-52fc92bf482b%22%7D%7D',b'',0,0,1,0,0,0
POST,b'/csm/events',"b'{""requestId"":""34d2f643-a44e-4ba3-8c4c-5f790a8467ad"",""events"":[{""eventId"":""AdapterBidStart"",""elapsed"":0},{""eventId"":""CdbCallStart"",""elapsed"":1},{""eventId"":""CdbCallEnd"",""elapsed"":440},{""eventId"":""AdapterBidEnd"",""elapsed"":440},{""eventId"":""UserReturnTime"",""elapsed"":32586}]}'",0,36,0,0,0,0
GET,b'/gampad/ads?pvsid=1639779885541514&correlator=2948267725078037&eid=31079312%2C31079695%2C31061691%2C31061693%2C31078663%2C31078665%2C31078668%2C31078670&output=ldjh&gdfp_req=1&vrg=202311140101&ptt=17&impl=fifs&us_privacy=1---&tfcd=0&iu_parts=7103%2Cma-worcester-C6718%2Cleaderboard_btf%2Chomepage&enc_prev_ius=0%2F1%2F2%2F3&prev_iu_szs=728x90&ifi=6&sfv=1-0-40&rcs=2&eri=1&sc=1&cookie=ID%3D67e28f5b4f788c41%3AT%3D1700592621%3ART%3D1700594895%3AS%3DALNI_MaZ4qLi-ESqM0K9Ke5rJMJ8fZ7_0g&gpic=UID%3D00000c922c1e69d7%3AT%3D1700592621%3ART%3D1700594895%3AS%3DALNI_MY_F4ot27lURvQ166sfOoVfIVlNfA&abxe=1&dt=1700595221932&lmt=1700595221&adxs=396&adys=6973&biw=1519&bih=730&scr_x=0&scr_y=0&btvi=4&ucis=4&oid=2&u_his=2&u_h=864&u_w=1536&u_ah=816&u_aw=1536&u_cd=24&u_sd=1.25&u_tz=330&dmc=8&bc=31&nvt=2&uach=WyJXaW5kb3dzIiwiIiwiIiwiIiwiIixudWxsLDAsbnVsbCwiIixudWxsLDBd&url=https%3A%2F%2Fwww.telegram.com%2F&ref=https%3A%2F%2Fwww.telegram.com%2F&rumc=1639779885541514&rume=1&vis=2&psz=880x108&msz=728x90&fws=4&ohw=728&psts=AOrYGskAmpbKyJ7qHCQl_BNESX-ELrDoDmUiQrWYox1T0KxrCq_g_ZQukvJ0eQifw5cEU4qCtPc8tFsk2v8fbD42DfN32Yc%2CAOrYGslXqzWxZnMwa10HhsoG5C0a%2CAOrYGslXqzWxZnMwa10HhsoG5C0a&ga_vid=1668597486.1700592620627&ga_sid=1700595157&ga_hid=1608231550&ga_fc=true&td=1&topics=3&tps=3&htps=10&a3p=Eh0KDmVzcC5jcml0ZW8uY29tGK2v4Jm_MUgAUgIIZA..&nt=1&psd=WzE1LFsyLFtbIjcxMDMvbWEtd29yY2VzdGVyLUM2NzE4L2xlYWRlcmJvYXJkX2J0Zi9ob21lcGFnZSIsW11dXV0sbnVsbCwzXQ..&dlt=1700595155678&idt=92&ppid=42613ae5-6656-4c70-918e-bdb267485339&prev_scp=position%3Dleaderboard_btf%26adCount%3D1%26id%3Db99e0976-88a4-11ee-8035-0a53811b8efa%26navigationtype%3Dadrefresh-off&cust_params=aam_props%3Dtangent-desktop%257Cdesktop%257Chomefront%26alerttype%3D%26build%3Dtangent-desktop%26cst_section%3Dhomepage%26features%3Dnoautoplay%252CheavyAds%26gnt_sb%3D2%26gnt_ub%3D7%26hls%3Dhttps%253A%252F%252Fwww.telegram.com%252Fgcdn%252Fgannett-web%252Fapps%252Fteal%252Fdist%252Fvendor%252Fhls%252Fhls.1.2.8.min.js%26navigationtype%3Dpagerefresh-off%26pageType%3Dhome-front%26privacy%3DNA%26property%3DNTEG%26referrer%3Dtelegram.com%252F%26sitepage%3DNTEG%252Fhome%26ssts_section%3Dhome%26userguid%3D42613ae5-6656-4c70-918e-bdb267485339%26utm_props%3D%257C%257C%26variant%3Dad-control%252Cst95%26fr%3Dfalse%26adt%3DveryLow%26alc%3DveryLow%26dlm%3DveryLow%26drg%3DveryLow%26hat%3DveryLow%26off%3DveryLow%26vio%3DveryLow%26ias-kw%3DIAS_3006644_PG%26ss%3Dnon%252Ca%26swgt%3Dna%26dolookalike%3DNA%26user_traits%3DAnonInfinityLow%253A2%253Aout-market&adks=2536367243&frm=20',b'',0,0,1,0,0,1
